Disaster Group,Disaster Type,Country,Country Code,Total Deaths,Total Damage,Year,NY.GDP.PCAP,CO2 emissions (kt)
Natural,Storm,Australia,AUS,1,22478,2005,34479.76793,368801.9
Natural,Flood,Costa Rica,CRI,4,37464,2005,4643.45857,6273.9
Natural,Storm,Costa Rica,CRI,1,29971,2005,4643.45857,6273.9
Natural,Flood,Panama,PAN,3,10490,2005,4953.12998,7116.4
Natural,Mass movement (wet),Indonesia,IDN,143,7493,2005,1249.397694,342148.1
Natural,Flood,Guyana,GUY,34,696977,2005,1085.784887,1481.6
Natural,Storm,Afghanistan,AFG,260,7493,2005,254.1152743,1961.711
Natural,Earthquake,Afghanistan,AFG,1,75,2005,254.1152743,1961.711
Natural,Flood,Pakistan,PAK,520,44957,2005,832.7511375,121608.7
Natural,Earthquake,Pakistan,PAK,73338,7792473,2005,832.7511375,121608.7
Natural,Flood,Bulgaria,BGR,6,14986,2005,3899.825963,47985.6
Natural,Flood,Bulgaria,BGR,17,370142,2005,3899.825963,47985.6
Natural,Flood,Bulgaria,BGR,7,299711,2005,3899.825963,47985.6
Natural,Flood,Hungary,HUN,13,71931,2005,11223.3993,55921.2
Natural,Flood,Romania,ROU,2,299711,2005,4618.003508,94682.9
Natural,Flood,Romania,ROU,24,1198842,2005,4618.003508,94682.9
Natural,Flood,Romania,ROU,33,469047,2005,4618.003508,94682.9
Natural,Flood,Tajikistan,TJK,13,74928,2005,333.7139384,2471.2
Natural,Flood,Nigeria,NGA,60,220,2005,1250.406913,98719.0
Natural,Flood,Algeria,DZA,1,10873,2005,3131.32819,94187.8
Natural,Flood,Colombia,COL,56,14986,2005,3448.538323,58187.0
Natural,Mass movement (wet),India,IND,250,74928,2005,710.5093448,1136466.4
Natural,Flood,India,IND,239,3446671,2005,710.5093448,1136466.4
Natural,Flood,India,IND,6,34467,2005,710.5093448,1136466.4
Natural,Flood,India,IND,1200,4990180,2005,710.5093448,1136466.4
Natural,Flood,India,IND,89,629392,2005,710.5093448,1136466.4
Natural,Earthquake,India,IND,1309,1498553,2005,710.5093448,1136466.4
Natural,Flood,India,IND,19,175331,2005,710.5093448,1136466.4
Natural,Flood,Kazakhstan,KAZ,13,11482,2005,3771.278957,169217.6
Natural,Storm,Philippines,PHL,16,2997,2005,1245.286584,76190.2
Natural,Flood,Philippines,PHL,4,772,2005,1245.286584,76190.2
Natural,Storm,China,CHN,36,449566,2005,1753.414192,5824625.1
Natural,Storm,China,CHN,19,25348,2005,1753.414192,5824625.1
Natural,Flood,China,CHN,117,67435,2005,1753.414192,5824625.1
Natural,Storm,China,CHN,13,8991,2005,1753.414192,5824625.1
Natural,Flood,China,CHN,58,909621,2005,1753.414192,5824625.1
Natural,Flood,China,CHN,235,3236874,2005,1753.414192,5824625.1
Natural,Storm,China,CHN,9,1498553,2005,1753.414192,5824625.1
Natural,Storm,China,CHN,8,223284,2005,1753.414192,5824625.1
Natural,Storm,China,CHN,10,1273770,2005,1753.414192,5824625.1
Natural,Flood,China,CHN,52,1368179,2005,1753.414192,5824625.1
Natural,Storm,China,CHN,159,2847250,2005,1753.414192,5824625.1
Natural,Flood,China,CHN,16,839,2005,1753.414192,5824625.1
Natural,Storm,China,CHN,25,2622467,2005,1753.414192,5824625.1
Natural,Storm,China,CHN,25,1558495,2005,1753.414192,5824625.1
Natural,Storm,China,CHN,95,224783,2005,1753.414192,5824625.1
Natural,Flood,China,CHN,20,358154,2005,1753.414192,5824625.1
Natural,Flood,China,CHN,20,359653,2005,1753.414192,5824625.1
Natural,Flood,China,CHN,8,6893,2005,1753.414192,5824625.1
Natural,Flood,China,CHN,19,270788,2005,1753.414192,5824625.1
Natural,Flood,China,CHN,5,406108,2005,1753.414192,5824625.1
Natural,Earthquake,Japan,JPN,1,599421,2005,37812.89502,1215474.4
Natural,Storm,Japan,JPN,32,1498553,2005,37812.89502,1215474.4
Natural,Storm,Japan,JPN,100,49452,2005,37812.89502,1215474.4
Natural,Earthquake,South Africa,ZAF,2,29971,2005,5893.187076,377642.7
Natural,Storm,New Zealand,NZL,13,14986,2005,27751.06547,34232.2
Natural,Flood,New Zealand,NZL,13,107896,2005,27751.06547,34232.2
Natural,Flood,Ethiopia,ETH,156,7493,2005,160.0767918,5049.5
Natural,Flood,Ethiopia,ETH,42,1798,2005,160.0767918,5049.5
Natural,Flood,Kenya,KEN,1,749,2005,522.7768402,8707.6
Natural,Flood,Somalia,SOM,5,30,2005,454.0772642,580.6
Natural,Storm,El Salvador,SLV,69,533035,2005,2434.323531,6836.3
Natural,Earthquake,Chile,CHL,11,7493,2005,7560.543671,55968.9
Natural,Storm,Mexico,MEX,2,599421,2005,8702.114481,432187.4
Natural,Storm,Mexico,MEX,2,14986,2005,8702.114481,432187.4
Natural,Storm,Mexico,MEX,36,3746381,2005,8702.114481,432187.4
Natural,Storm,Mexico,MEX,7,7492763,2005,8702.114481,432187.4
Natural,Storm,Thailand,THA,13,369,2005,2876.245773,222096.8
Natural,Flood,Thailand,THA,21,181325,2005,2876.245773,222096.8
Natural,Storm,Thailand,THA,10,29971,2005,2876.245773,222096.8
Natural,Flood,Thailand,THA,55,145360,2005,2876.245773,222096.8
Natural,Drought,Thailand,THA,13,629392,2005,2876.245773,222096.8
Natural,Storm,Viet Nam,VNM,8,29971,2005,693.1898425,92368.6
Natural,Storm,Viet Nam,VNM,75,328558,2005,693.1898425,92368.6
Natural,Flood,Viet Nam,VNM,17,22478,2005,693.1898425,92368.6
Natural,Storm,Viet Nam,VNM,20,16484,2005,693.1898425,92368.6
Natural,Flood,Viet Nam,VNM,67,17983,2005,693.1898425,92368.6
Natural,Flood,Viet Nam,VNM,69,40461,2005,693.1898425,92368.6
Natural,Drought,Viet Nam,VNM,13,63119,2005,693.1898425,92368.6
Natural,Storm,Guatemala,GTM,1513,1481020,2005,2068.488206,11557.6
Natural,Earthquake,Peru,PER,13,75,2005,2702.237701,31291.8
Natural,Storm,Honduras,HND,6,149855,2005,1289.823114,6973.6
Natural,Storm,Honduras,HND,47,23228,2005,1289.823114,6973.6
Natural,Storm,Cuba,CUB,16,2097974,2005,3791.873006,26317.9
Natural,Storm,Cuba,CUB,4,1048987,2005,3791.873006,26317.9
Natural,Storm,Haiti,HTI,40,74928,2005,771.5350027,1704.8
Natural,Storm,Haiti,HTI,12,749,2005,771.5350027,1704.8
Natural,Storm,Jamaica,JAM,1,44957,2005,4200.388954,10563.7
Natural,Storm,Jamaica,JAM,4,1499,2005,4200.388954,10563.7
Natural,Storm,Jamaica,JAM,1,5245,2005,4200.388954,10563.7
Natural,Flood,Austria,AUT,4,1048987,2005,38417.45779,76242.4
Natural,Wildfire,France,FRA,2,14986,2005,34768.1759,380816.1
Natural,Wildfire,Portugal,PRT,15,2472612,2005,18780.12751,65473.8
Natural,Wildfire,Spain,ESP,11,3072033,2005,26429.15094,350499.8
Natural,Flood,Canada,CAN,4,534983,2005,36382.50792,549032.7
Natural,Flood,Switzerland,CHE,6,3146960,2005,56242.89336,45850.7
Natural,Flood,Slovenia,SVN,13,7493,2005,18098.90854,15916.5
Natural,Storm,Morocco,MAR,1,75,2005,2237.576172,43579.9
Natural,Extreme temperature,Russian Federation,RUS,116,1451721,2006,6920.199707,1654851.0
Natural,Earthquake,Russian Federation,RUS,13,79845,2006,6920.199707,1654851.0
Natural,Flood,Russian Federation,RUS,13,10759,2006,6920.199707,1654851.0
Natural,Flood,Russian Federation,RUS,13,181465,2006,6920.199707,1654851.0
Natural,Flood,Ukraine,UKR,2,34631,2006,2391.323975,303989.4
Natural,Mass movement (wet),Indonesia,IDN,156,39196,2006,1572.79794,364467.0
Natural,Mass movement (wet),Indonesia,IDN,11,15886,2006,1572.79794,364467.0
Natural,Flood,Indonesia,IDN,19,39342,2006,1572.79794,364467.0
Natural,Flood,Indonesia,IDN,39,36293,2006,1572.79794,364467.0
Natural,Earthquake,Indonesia,IDN,5778,4500335,2006,1572.79794,364467.0
Natural,Flood,Indonesia,IDN,236,80135,2006,1572.79794,364467.0
Natural,Earthquake,Indonesia,IDN,802,79845,2006,1572.79794,364467.0
Natural,Wildfire,Indonesia,IDN,13,20324,2006,1572.79794,364467.0
Natural,Earthquake,China,CHN,13,10017,2006,2099.21943,6437470.3
Natural,Flood,China,CHN,21,483423,2006,2099.21943,6437470.3
Natural,Flood,China,CHN,22,52262,2006,2099.21943,6437470.3
Natural,Storm,China,CHN,23,689567,2006,2099.21943,6437470.3
Natural,Flood,China,CHN,57,570526,2006,2099.21943,6437470.3
Natural,Flood,China,CHN,50,204693,2006,2099.21943,6437470.3
Natural,Flood,China,CHN,30,985719,2006,2099.21943,6437470.3
Natural,Flood,China,CHN,42,15969,2006,2099.21943,6437470.3
Natural,Flood,China,CHN,6,9436,2006,2099.21943,6437470.3
Natural,Storm,China,CHN,820,4826972,2006,2099.21943,6437470.3
Natural,Flood,China,CHN,10,45003,2006,2099.21943,6437470.3
Natural,Storm,China,CHN,109,532782,2006,2099.21943,6437470.3
Natural,Storm,China,CHN,89,1306549,2006,2099.21943,6437470.3
Natural,Storm,China,CHN,441,3643820,2006,2099.21943,6437470.3
Natural,Earthquake,China,CHN,13,422,2006,2099.21943,6437470.3
Natural,Flood,China,CHN,16,82748,2006,2099.21943,6437470.3
Natural,Storm,China,CHN,17,409385,2006,2099.21943,6437470.3
Natural,Drought,China,CHN,134,4224508,2006,2099.21943,6437470.3
Natural,Flood,Namibia,NAM,5,12325,2006,4027.961706,2491.3
Natural,Flood,Malaysia,MYS,6,31938,2006,6137.15054,173632.9
Natural,Flood,Philippines,PHL,4,13937,2006,1452.221405,69305.5
Natural,Mass movement (wet),Philippines,PHL,1126,3198,2006,1452.221405,69305.5
Natural,Storm,Philippines,PHL,41,4831,2006,1452.221405,69305.5
Natural,Storm,Philippines,PHL,37,4355,2006,1452.221405,69305.5
Natural,Storm,Philippines,PHL,4,684,2006,1452.221405,69305.5
Natural,Storm,Philippines,PHL,6,195982,2006,1452.221405,69305.5
Natural,Storm,Philippines,PHL,8,936,2006,1452.221405,69305.5
Natural,Storm,Philippines,PHL,228,164044,2006,1452.221405,69305.5
Natural,Flood,Philippines,PHL,3,579,2006,1452.221405,69305.5
Natural,Storm,Philippines,PHL,34,13177,2006,1452.221405,69305.5
Natural,Flood,Philippines,PHL,2,1108,2006,1452.221405,69305.5
Natural,Storm,Philippines,PHL,1399,96394,2006,1452.221405,69305.5
Natural,Flood,Philippines,PHL,13,4929,2006,1452.221405,69305.5
Natural,Flood,Guyana,GUY,13,245341,2006,3138.082209,1332.8
Natural,Storm,Australia,AUS,13,3417,2006,36595.70715,374104.4
Natural,Wildfire,Australia,AUS,3,72586,2006,36595.70715,374104.4
Natural,Storm,Australia,AUS,13,1713031,2006,36595.70715,374104.4
Natural,Wildfire,Australia,AUS,1,72586,2006,36595.70715,374104.4
Natural,Earthquake,Tajikistan,TJK,3,31938,2006,401.0268293,2686.5
Natural,Flood,Iraq,IRQ,13,1887,2006,2253.547113,82958.1
Natural,Flood,Fiji,FJI,4,726,2006,3483.597185,1200.0
Natural,Flood,Algeria,DZA,1,1742,2006,3500.134594,99808.7
Natural,Flood,Ecuador,ECU,16,4065,2006,3340.840903,30126.3
Natural,Volcanic activity,Ecuador,ECU,5,217758,2006,3340.840903,30126.3
Natural,Flood,Thailand,THA,116,36293,2006,3343.785952,224693.7
Natural,Flood,Thailand,THA,164,14430,2006,3343.785952,224693.7
Natural,Storm,Hungary,HUN,5,14517,2006,11489.56087,55457.5
Natural,Flood,South Africa,ZAF,6,103072,2006,6139.581618,379736.0
Natural,Flood,South Africa,ZAF,6,210500,2006,6139.581618,379736.0
Natural,Flood,Ethiopia,ETH,498,4646,2006,191.7512925,5404.8
Natural,Flood,India,IND,350,4921334,2006,802.013742,1215205.2
Natural,Flood,Viet Nam,VNM,4,1452,2006,790.5925164,94869.7
Natural,Flood,Viet Nam,VNM,42,11614,2006,790.5925164,94869.7
Natural,Storm,Viet Nam,VNM,71,905874,2006,790.5925164,94869.7
Natural,Storm,Viet Nam,VNM,95,661985,2006,790.5925164,94869.7
Natural,Storm,Viet Nam,VNM,13,14517,2006,790.5925164,94869.7
Natural,Flood,New Zealand,NZL,13,4355,2006,26654.5932,34265.9
Natural,Flood,Turkey,TUR,47,460196,2006,8003.814493,261083.6
Natural,Flood,Honduras,HND,4,11614,2006,1409.579748,7974.5
Natural,Storm,Japan,JPN,10,3629303,2006,35991.546,1193043.3
Natural,Wildfire,Spain,ESP,4,956684,2006,28389.07858,341776.3
Natural,Storm,Mexico,MEX,4,3920,2006,9545.286725,448302.8
Natural,Flood,Greece,GRC,1,8215,2006,24821.93675,100702.8
Natural,Flood,Sri Lanka,LKA,25,4355,2006,1423.190621,12404.9
Natural,Drought,Lithuania,LTU,13,327469,2006,9230.707981,13019.7
Natural,Flood,Brazil,BRA,59,176432,2007,7323.191594,352555.8
Natural,Storm,Pakistan,PAK,242,2286560,2007,1012.182794,145813.3
Natural,Flood,Pakistan,PAK,44,461713,2007,1012.182794,145813.3
Natural,Flood,Indonesia,IDN,68,1370524,2007,1840.329927,379956.6
Natural,Earthquake,Indonesia,IDN,67,282291,2007,1840.329927,379956.6
Natural,Earthquake,Indonesia,IDN,25,705728,2007,1840.329927,379956.6
Natural,Flood,Sri Lanka,LKA,15,71,2007,1611.175587,13591.6
Natural,Storm,Austria,AUT,13,564583,2007,46915.3374,71248.0
Natural,Storm,Belgium,BEL,2,635155,2007,44319.16545,103905.8
Natural,Storm,Belarus,BLR,13,14115,2007,4735.481076,57326.9
Natural,Storm,Switzerland,CHE,13,141146,2007,64989.15533,43541.2
Natural,Flood,Switzerland,CHE,1,494010,2007,64989.15533,43541.2
Natural,Storm,Czechia,CZE,4,211718,2007,18466.54793,124432.8
Natural,Storm,Germany,DEU,11,7763012,2007,41640.08087,783803.0
Natural,Storm,Denmark,DNK,13,141146,2007,58487.05497,53411.4
Natural,Storm,France,FRA,3,352864,2007,41557.62356,363052.2
Natural,Storm,Poland,POL,6,141146,2007,11254.31409,313375.4
Natural,Storm,Slovenia,SVN,13,141146,2007,23817.88673,16283.4
Natural,Storm,Slovenia,SVN,6,412145,2007,23817.88673,16283.4
Natural,Storm,Ukraine,UKR,13,141146,2007,3197.934326,312141.5
Natural,Flood,Mozambique,MOZ,29,100213,2007,508.0448956,2230.7
Natural,Flood,Mozambique,MOZ,20,141146,2007,508.0448956,2230.7
Natural,Flood,Malaysia,MYS,17,853931,2007,7144.00024,189464.8
Natural,Flood,Malaysia,MYS,29,512359,2007,7144.00024,189464.8
Natural,Flood,Philippines,PHL,9,5759,2007,1741.603511,73250.5
Natural,Storm,Philippines,PHL,7,694,2007,1741.603511,73250.5
Natural,Storm,Philippines,PHL,3,694,2007,1741.603511,73250.5
Natural,Flood,Philippines,PHL,11,3557,2007,1741.603511,73250.5
Natural,Storm,Philippines,PHL,8,4193,2007,1741.603511,73250.5
Natural,Storm,Philippines,PHL,29,7057,2007,1741.603511,73250.5
Natural,Storm,Philippines,PHL,20,1411,2007,1741.603511,73250.5
Natural,Storm,Madagascar,MDG,80,338750,2007,427.8363292,1723.1
Natural,Flood,Bangladesh,BGD,120,19760,2007,552.3389345,37992.3
Natural,Flood,Bangladesh,BGD,1110,141146,2007,552.3389345,37992.3
Natural,Storm,Bangladesh,BGD,4234,3246350,2007,552.3389345,37992.3
Natural,Flood,Spain,ESP,1,564583,2007,32591.35031,354683.1
Natural,Flood,Russian Federation,RUS,13,36348,2007,9101.239258,1658148.6
Natural,Earthquake,Russian Federation,RUS,2,592812,2007,9101.239258,1658148.6
Natural,Earthquake,Peru,PER,593,846874,2007,3572.363589,33808.4
Natural,Flood,Rwanda,RWA,10,13,2007,427.4571469,653.34
Natural,Flood,Argentina,ARG,5,42344,2007,7210.595548,162820.2
Natural,Flood,Argentina,ARG,5,14115,2007,7210.595548,162820.2
Natural,Storm,Zimbabwe,ZWE,13,1694,2007,425.0368417,9754.3
Natural,Earthquake,Japan,JPN,1,352864,2007,35779.02454,1227990.8
Natural,Earthquake,Japan,JPN,9,17643208,2007,35779.02454,1227990.8
Natural,Storm,Japan,JPN,5,84687,2007,35779.02454,1227990.8
Natural,Storm,Japan,JPN,4,1411457,2007,35779.02454,1227990.8
Natural,Flood,Fiji,FJI,1,42344,2007,3793.097385,1128.8
Natural,Flood,Fiji,FJI,5,9880,2007,3793.097385,1128.8
Natural,Storm,Fiji,FJI,13,920,2007,3793.097385,1128.8
Natural,Flood,Algeria,DZA,22,19141,2007,3971.803488,102750.2
Natural,Flood,Algeria,DZA,18,41638,2007,3971.803488,102750.2
Natural,Storm,Dominican Republic,DOM,1,56458,2007,4676.079051,20626.8
Natural,Storm,Dominican Republic,DOM,129,109670,2007,4676.079051,20626.8
Natural,Storm,Dominican Republic,DOM,33,63516,2007,4676.079051,20626.8
Natural,Flood,Uruguay,URY,2,63516,2007,7149.374634,5854.7
Natural,Storm,China,CHN,13,36698,2007,2693.958732,6993182.8
Natural,Flood,China,CHN,13,18349,2007,2693.958732,6993182.8
Natural,Flood,China,CHN,43,110094,2007,2693.958732,6993182.8
Natural,Earthquake,China,CHN,3,482718,2007,2693.958732,6993182.8
Natural,Flood,China,CHN,535,6246620,2007,2693.958732,6993182.8
Natural,Storm,China,CHN,21,10162,2007,2693.958732,6993182.8
Natural,Flood,China,CHN,170,56458,2007,2693.958732,6993182.8
Natural,Flood,China,CHN,83,464369,2007,2693.958732,6993182.8
Natural,Flood,China,CHN,29,112917,2007,2693.958732,6993182.8
Natural,Storm,China,CHN,39,1256980,2007,2693.958732,6993182.8
Natural,Flood,China,CHN,17,7763,2007,2693.958732,6993182.8
Natural,Flood,China,CHN,11,36698,2007,2693.958732,6993182.8
Natural,Storm,China,CHN,9,900509,2007,2693.958732,6993182.8
Natural,Storm,China,CHN,13,1521251,2007,2693.958732,6993182.8
Natural,Flood,Thailand,THA,2,2117,2007,3934.690909,231901.7
Natural,Earthquake,Chile,CHL,2,141146,2007,10456.83238,64574.0
Natural,Flood,Australia,AUS,9,1834894,2007,41051.61207,384368.3
Natural,Storm,Australia,AUS,2,141146,2007,41051.61207,384368.3
Natural,Storm,Oman,OMN,76,5504681,2007,16151.27584,42262.3
Natural,Wildfire,Bulgaria,BGR,1,3464,2007,5888.776852,52598.7
Natural,Flood,India,IND,80,388151,2007,1022.732467,1336737.1
Natural,Flood,India,IND,44,142770,2007,1022.732467,1336737.1
Natural,Wildfire,Greece,GRC,65,2470049,2007,28863.97329,104309.9
Natural,Flood,Sudan,SDN,150,423437,2007,1500.673096,13969.9
Natural,Flood,Cambodia,KHM,2,1411,2007,629.9210766,3660.73
Natural,Flood,Viet Nam,VNM,74,183489,2007,913.3123316,105137.4
Natural,Storm,Viet Nam,VNM,96,269588,2007,913.3123316,105137.4
Natural,Flood,Viet Nam,VNM,15,14115,2007,913.3123316,105137.4
Natural,Flood,Viet Nam,VNM,83,423437,2007,913.3123316,105137.4
Natural,Flood,Viet Nam,VNM,55,494010,2007,913.3123316,105137.4
Natural,Flood,Nepal,NPL,214,3387,2007,386.5295864,2693.6
Natural,Storm,Belize,BLZ,13,20956,2007,5717.92962,491.6
Natural,Storm,Cuba,CUB,1,705728,2007,4814.854876,27677.5
Natural,Storm,Dominica,DMA,2,28229,2007,6126.849496,164.0
Natural,Storm,Jamaica,JAM,4,423437,2007,4738.449778,12029.5
Natural,Storm,Mexico,MEX,9,846874,2007,10178.44224,457121.0
Natural,Flood,Mexico,MEX,22,4234370,2007,10178.44224,457121.0
Natural,Flood,Uganda,UGA,29,100,2007,401.7091876,2868.2
Natural,Storm,Honduras,HND,1,9286,2007,1559.886044,8536.1
Natural,Wildfire,Paraguay,PRY,8,42344,2007,3194.262982,3720.5
Natural,Flood,Costa Rica,CRI,19,112917,2007,6055.086779,7602.5
Natural,Flood,Indonesia,IDN,3,888,2008,2144.389544,376137.8
Natural,Flood,Indonesia,IDN,16,1468,2008,2144.389544,376137.8
Natural,Flood,Australia,AUS,1,122335,2008,49701.28178,387570.3
Natural,Flood,Australia,AUS,13,815564,2008,49701.28178,387570.3
Natural,Flood,Australia,AUS,2,1495200,2008,49701.28178,387570.3
Natural,Storm,Australia,AUS,1,611673,2008,49701.28178,387570.3
Natural,Flood,Australia,AUS,4,373800,2008,49701.28178,387570.3
Natural,Flood,Brazil,BRA,36,489338,2008,8801.757876,373633.1
Natural,Flood,Brazil,BRA,151,1019455,2008,8801.757876,373633.1
Natural,Extreme temperature,China,CHN,129,28680658,2008,3468.327063,7199604.7
Natural,Storm,China,CHN,25,66604,2008,3468.327063,7199604.7
Natural,Earthquake,China,CHN,87476,115538194,2008,3468.327063,7199604.7
Natural,Flood,China,CHN,176,2990400,2008,3468.327063,7199604.7
Natural,Storm,China,CHN,14,237873,2008,3468.327063,7199604.7
Natural,Flood,China,CHN,3,25826,2008,3468.327063,7199604.7
Natural,Storm,China,CHN,1,99227,2008,3468.327063,7199604.7
Natural,Storm,China,CHN,13,108742,2008,3468.327063,7199604.7
Natural,Storm,China,CHN,4,78838,2008,3468.327063,7199604.7
Natural,Earthquake,China,CHN,40,668762,2008,3468.327063,7199604.7
Natural,Flood,China,CHN,20,57089,2008,3468.327063,7199604.7
Natural,Storm,China,CHN,12,1120041,2008,3468.327063,7199604.7
Natural,Flood,China,CHN,67,39419,2008,3468.327063,7199604.7
Natural,Flood,China,CHN,19,138646,2008,3468.327063,7199604.7
Natural,Storm,China,CHN,13,996347,2008,3468.327063,7199604.7
Natural,Storm,China,CHN,10,31263,2008,3468.327063,7199604.7
Natural,Drought,China,CHN,13,318070,2008,3468.327063,7199604.7
Natural,Earthquake,Colombia,COL,11,13593,2008,5534.689447,60298.1
Natural,Storm,Madagascar,MDG,93,81556,2008,522.830622,1780.34
Natural,Flood,Ecuador,ECU,41,1359273,2008,4260.433184,31688.0
Natural,Extreme temperature,Tajikistan,TJK,13,1141789,2008,704.6501788,3041.06
Natural,Storm,Fiji,FJI,7,40778,2008,3928.921739,863.4
Natural,Flood,India,IND,37,2719,2008,993.5034053,1424383.0
Natural,Flood,India,IND,1063,167191,2008,993.5034053,1424383.0
Natural,Flood,India,IND,47,27185,2008,993.5034053,1424383.0
Natural,Storm,India,IND,111,33982,2008,993.5034053,1424383.0
Natural,Flood,Philippines,PHL,63,41775,2008,1990.356129,75039.4
Natural,Storm,Philippines,PHL,1,21748,2008,1990.356129,75039.4
Natural,Storm,Philippines,PHL,64,134805,2008,1990.356129,75039.4
Natural,Storm,Philippines,PHL,644,386977,2008,1990.356129,75039.4
Natural,Storm,Philippines,PHL,10,54,2008,1990.356129,75039.4
Natural,Storm,Philippines,PHL,38,46039,2008,1990.356129,75039.4
Natural,Storm,Philippines,PHL,37,10086,2008,1990.356129,75039.4
Natural,Flood,Philippines,PHL,10,5557,2008,1990.356129,75039.4
Natural,Storm,Philippines,PHL,1,381,2008,1990.356129,75039.4
Natural,Flood,Philippines,PHL,13,606,2008,1990.356129,75039.4
Natural,Flood,Philippines,PHL,7,235,2008,1990.356129,75039.4
Natural,Storm,Philippines,PHL,2,200,2008,1990.356129,75039.4
Natural,Flood,Philippines,PHL,6,5623,2008,1990.356129,75039.4
Natural,Storm,Austria,AUT,4,679636,2008,51919.98358,70734.7
Natural,Storm,Czechia,CZE,2,67964,2008,22804.57768,118718.3
Natural,Storm,Germany,DEU,5,1631127,2008,45612.71062,789690.4
Natural,Storm,Germany,DEU,3,2038909,2008,45612.71062,789690.4
Natural,Storm,Poland,POL,2,67964,2008,13995.78116,308325.3
Natural,Flood,Kazakhstan,KAZ,1,176705,2008,8458.019475,242038.0
Natural,Storm,Mozambique,MOZ,9,27185,2008,591.4398376,2238.7
Natural,Storm,France,FRA,3,108742,2008,45515.96175,358211.2
Natural,Flood,Chile,CHL,4,31263,2008,10797.04737,67991.6
Natural,Storm,Myanmar,MMR,138366,5437091,2008,653.8660002,7943.6
Natural,Flood,Thailand,THA,18,21748,2008,4327.79747,233893.7
Natural,Flood,Thailand,THA,21,15632,2008,4327.79747,233893.7
Natural,Flood,Thailand,THA,13,468,2008,4327.79747,233893.7
Natural,Flood,Pakistan,PAK,36,140005,2008,1087.514777,140734.2
Natural,Earthquake,Pakistan,PAK,166,13593,2008,1087.514777,140734.2
Natural,Flood,Italy,ITA,3,377878,2008,40944.91242,444984.5
Natural,Flood,Belize,BLZ,1,13181,2008,5665.966232,450.9
Natural,Flood,Costa Rica,CRI,1,29904,2008,6841.91146,7515.3
Natural,Earthquake,Japan,JPN,23,226999,2008,39876.30397,1158836.1
Natural,Earthquake,Japan,JPN,1,149520,2008,39876.30397,1158836.1
Natural,Flood,South Africa,ZAF,11,1718,2008,6251.877427,427111.7
Natural,Wildfire,South Africa,ZAF,34,584487,2008,6251.877427,427111.7
Natural,Storm,Viet Nam,VNM,162,163113,2008,1158.101627,117585.1
Natural,Storm,Viet Nam,VNM,46,85634,2008,1158.101627,117585.1
Natural,Storm,Viet Nam,VNM,18,8835,2008,1158.101627,117585.1
Natural,Flood,Viet Nam,VNM,29,5437,2008,1158.101627,117585.1
Natural,Flood,Viet Nam,VNM,99,651092,2008,1158.101627,117585.1
Natural,Storm,Viet Nam,VNM,17,1359,2008,1158.101627,117585.1
Natural,Flood,Nepal,NPL,65,39,2008,466.6933791,2994.9
Natural,Storm,Mexico,MEX,2,101945,2008,10589.95187,459548.1
Natural,Flood,Ukraine,UKR,38,1359273,2008,4066.531738,301195.3
Natural,Storm,Cuba,CUB,13,2816413,2008,4992.824494,26747.1
Natural,Storm,Cuba,CUB,7,2038909,2008,4992.824494,26747.1
Natural,Storm,Jamaica,JAM,12,89981,2008,5056.258036,9625.4
Natural,Storm,Turks and Caicos Islands,TCA,13,679636,2008,31459.54343,293627.4
Natural,Flood,Panama,PAN,12,13593,2008,7197.110786,7297.5
Natural,Flood,Algeria,DZA,93,473027,2008,4946.564017,107745.5
Natural,Flood,Germany,DEU,13,27282,2009,41650.36783,734805.5
Natural,Storm,Germany,DEU,1,68206,2009,41650.36783,734805.5
Natural,Storm,France,FRA,11,4365193,2009,41737.76355,343882.5
Natural,Earthquake,Indonesia,IDN,5,13641,2009,2239.095265,391082.7
Natural,Earthquake,Indonesia,IDN,13,12277,2009,2239.095265,391082.7
Natural,Earthquake,Indonesia,IDN,128,218260,2009,2239.095265,391082.7
Natural,Earthquake,Indonesia,IDN,1195,3001070,2009,2239.095265,391082.7
Natural,Earthquake,Indonesia,IDN,2,3315,2009,2239.095265,391082.7
Natural,Earthquake,Costa Rica,CRI,31,272825,2009,6737.860751,7198.5
Natural,Storm,South Africa,ZAF,1,20462,2009,6444.18684,404354.0
Natural,Flood,Fiji,FJI,12,58994,2009,3184.689123,766.7
Natural,Storm,Fiji,FJI,2,18143,2009,3184.689123,766.7
Natural,Storm,Spain,ESP,14,2591834,2009,32169.50285,288131.2
Natural,Earthquake,Italy,ITA,295,3410307,2009,37226.75719,397057.1
Natural,Wildfire,Italy,ITA,2,156874,2009,37226.75719,397057.1
Natural,Flood,Italy,ITA,35,27282,2009,37226.75719,397057.1
Natural,Flood,Dominican Republic,DOM,2,60021,2009,5002.15317,19657.2
Natural,Flood,Dominican Republic,DOM,5,11463,2009,5002.15317,19657.2
Natural,Flood,Brazil,BRA,56,750268,2009,8569.902547,350000.9
Natural,Flood,Brazil,BRA,11,68206,2009,8569.902547,350000.9
Natural,Mass movement (wet),Brazil,BRA,74,197798,2009,8569.902547,350000.9
Natural,Flood,Philippines,PHL,33,8668,2009,1893.281641,76321.9
Natural,Storm,Philippines,PHL,77,41390,2009,1893.281641,76321.9
Natural,Storm,Philippines,PHL,29,35208,2009,1893.281641,76321.9
Natural,Storm,Philippines,PHL,13,7,2009,1893.281641,76321.9
